Year,,106,234,346,512,105,104,511,103,354,102,107,101,233,522,341,231,232,342,343,364,521,344,345,514,901,513,353,352,002,   ,362,363,---,108,517,510,602,905,520,516,515,310,109,601,605,001,604,606,603,907,05,04,02,01,03,11,06,13,12,34,26,X1,33,31,23,32,47,53,46,65,25,45,X2,22,44,21,24,61,95,89,62,73,96,63,97,64,51,74,52,93,41,81,82,42,83,71,84,91,85,86,43,88,00,92,72,15.0,14.0,12.0,11.0,13.0,16.0,23.0,34.0,21.0,22.0,91.0,37.0,31.0,33.0,32.0,17.0,26.0,18.0,64.0,52.0,36.0,19.0,25.0,72.0,62.0,41.0,61.0,24.0,63.0,42.0,73.0,35.0,87.0,43.0,51.0,40.0,70.0,88.0,50.0,82.0,93.0,49.0,81.0,47.0,89.0,45.0,60.0,10.0,71.0,83.0,84.0,92.0,30.0,85.0,38.0,80.0,20.0,1.0,28.0,86.0,29.0,46.0,39.0,94.0,2.0,3.0,4.0,6.0,5.0,48.0,44.0,76.0,75.0,78.0,77.0,27.0,16,15,14,48,39,49,35, ,38,76,10,75,40,30,78,77,214,313,213,212,211,312,317,311,322,324,314,319,321,315,316,323,326,216,328,325,318,215,210,327,301,302,906,222,100,221,303,902,300,908,220,904,903,32A,217,-,31D,31C,31b,--,112
1363,54.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27,4.47,4.47,4.0,3.65,2.83,2.79,2.56,2.5,2.46,1.53,1.41,0.98,0.95,0.79,0.77,0.42,0.4,0.36,0.3,0.23,0.21,0.15,0.14,0.12,0.1,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,55.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59,4.4,4.53,4.36,3.6,2.88,2.35,2.58,2.26,2.23,1.39,1.3,0.86,0.88,0.68,0.74,0.34,0.41,0.37,0.29,0.22,0.23,0.02,0.13,0.11,0.06,0.05,0.05,0.05,0.03,0.04,0.03,0.03,0.02,0.01,0.03,0.03,0.03,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,54.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95,4.54,4.57,4.62,3.61,2.73,2.51,2.56,2.31,2.4,1.46,1.65,0.89,0.87,0.72,0.68,0.26,0.4,0.25,0.39,0.21,0.16,0.07,0.11,0.06,0.08,0.04,0.08,0.04,0.02,0.09,0.06,0.03,0.06,0.01,0.04,0.02,0.05,0.01,0.03,,0.01,0.01,0.01,0.0,0.01,0.01,,0.01,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,53.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15,4.77,4.18,4.1,3.78,3.67,2.78,2.74,2.69,2.51,1.37,1.31,1.16,1.1,0.84,0.7,0.67,0.55,0.4,0.34,0.16,0.12,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,4.53,4.36,4.03,3.96,3.55,3.16,2.79,2.96,2.44,1.54,1.31,1.06,1.09,0.84,1.13,0.7,0.56,0.43,0.49,0.15,0.12,0.1,0.06,0.07,0.12,0.11,0.03,0.07,0.07,0.01,0.05,0.02,0.02,0.02,0.01,0.0,0.01,,0.0,,0.02,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.0,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,50.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,4.97,4.3,4.07,4.14,5.32,3.26,2.83,3.21,2.71,1.56,1.12,1.22,1.04,0.97,1.22,0.53,0.62,0.37,0.46,0.15,0.07,0.08,0.04,0.09,0.02,0.07,0.04,0.05,0.03,0.01,0.03,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.01,,0.01,0.01,0.0,0.0,0.0,0.02,,0.0,0.01,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,45.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35,5.13,4.53,4.23,4.3,6.09,3.75,3.12,3.47,2.95,1.63,1.03,1.41,1.22,0.98,1.73,0.41,2.21,0.39,0.51,0.15,0.05,0.08,0.03,0.06,0.01,0.08,0.04,0.05,0.02,0.01,0.04,0.03,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.11,0.0,0.0,0.0,0.0,,0.0,0.0,,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,43.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,5.3,4.64,4.36,4.33,5.95,4.04,3.44,3.96,3.08,1.41,0.88,1.5,1.23,1.11,1.09,0.43,3.2,0.41,0.53,0.09,0.18,0.08,0.04,0.1,0.01,0.08,0.04,0.06,0.02,0.01,0.03,0.02,0.01,0.02,0.0,0.0,0.01,0.02,0.01,0.01,0.02,0.0,0.01,0.01,0.02,0.11,0.02,0.0,0.0,0.0,0.01,,0.01,,0.01,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,5.28,4.51,3.96,4.35,6.6,4.09,3.85,3.9,3.34,1.3,0.8,1.56,1.4,1.16,0.89,0.41,3.18,0.51,0.68,0.11,0.17,0.06,0.04,0.11,0.01,0.11,0.04,0.06,0.02,0.01,0.02,0.03,0.02,0.03,0.0,0.0,0.01,0.02,0.0,0.01,0.01,0.01,0.0,0.0,0.02,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,38.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,5.43,4.28,3.67,4.39,7.43,4.86,4.46,4.24,3.77,1.29,1.0,1.88,1.63,1.3,0.84,0.44,3.23,0.67,0.71,0.11,0.11,0.06,0.06,0.09,0.02,0.09,0.05,0.06,0.03,0.02,0.03,0.05,0.02,0.01,0.0,0.01,0.02,0.08,0.0,0.0,0.01,0.0,,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,0.02,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,35.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.33,4.05,3.45,4.25,7.93,5.64,5.19,4.49,4.12,1.16,1.14,2.13,1.76,1.65,0.5,0.59,3.54,0.82,0.76,0.11,0.03,0.07,0.11,0.05,0.03,0.07,0.04,0.05,0.05,0.01,0.05,0.06,0.04,0.02,0.0,0.02,0.02,0.06,,,0.02,0.0,,0.02,0.01,0.66,0.0,0.0,0.0,0.0,0.0,,,0.0,0.06,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,35.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29,5.42,4.08,3.46,4.14,8.18,5.79,5.07,4.48,4.23,1.19,0.96,2.19,1.81,1.69,0.48,0.47,3.46,0.8,0.83,0.11,0.02,0.04,0.09,0.06,0.02,0.04,0.03,0.03,0.03,0.01,0.02,0.04,0.02,0.01,0.01,0.04,0.01,0.1,0.0,0.0,0.0,0.0,,0.01,0.02,0.72,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,34.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,5.25,4.11,3.32,4.16,8.95,6.11,0.89,4.79,4.15,1.2,,0.22,3.05,3.43,0.0,0.53,0.0,,0.79,,,0.07,0.1,0.93,1.23,0.82,0.0,,1.08,0.01,0.36,,0.19,0.09,0.01,,,,0.03,0.01,0.0,0.03,0.02,0.02,0.01,0.0,0.0,0.03,0.02,,0.04,0.02,0.02,0.17,,,0.18,,0.0,,0.11,1.28,0.0,1.88,1.12,0.37,0.17,0.13,0.09,0.08,0.07,0.04,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,33.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27,5.09,3.74,3.1,4.0,9.08,6.54,0.57,4.72,4.56,0.96,,0.16,3.45,2.56,,0.52,,,0.81,,,0.11,0.1,0.99,1.69,0.89,0.0,,1.88,0.02,0.44,,0.29,0.09,0.0,,,,0.03,0.0,0.01,0.02,0.04,0.01,0.05,,0.01,0.05,0.03,,0.03,0.02,0.01,0.11,,,0.03,,,,0.29,1.12,,1.74,1.36,0.4,0.19,0.13,0.26,0.17,0.07,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,32.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,5.01,3.72,2.91,3.95,7.96,6.91,0.55,4.57,4.58,0.84,,0.14,3.38,2.12,,0.44,,,0.74,,,0.11,0.11,1.16,1.83,1.01,0.01,,2.45,0.01,0.38,,0.53,0.1,0.02,,,,0.03,,0.04,0.03,0.12,0.01,0.09,,0.01,0.04,0.03,,0.04,0.01,0.02,0.15,,,0.05,,0.0,,0.33,1.17,0.0,1.76,1.3,0.33,0.25,0.16,0.54,0.25,0.06,0.04,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,31.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08,4.84,3.5,4.37,3.67,7.91,7.24,0.3,4.53,4.59,0.81,,0.08,3.57,1.85,,0.34,,,0.79,,,0.05,0.11,1.15,2.05,0.95,0.0,,2.94,0.01,0.43,,0.75,0.11,0.02,,,,0.02,0.0,0.11,0.03,0.16,0.01,0.12,,0.01,0.03,0.02,,0.03,0.09,0.02,0.11,,,0.05,,0.0,,0.41,0.95,,1.54,1.09,0.31,0.15,0.15,0.77,0.27,0.05,0.03,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,30.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,4.74,3.47,2.55,3.82,8.08,7.86,0.19,4.47,4.54,0.85,,0.06,3.7,1.69,,0.32,,,0.86,,,0.05,0.12,1.3,2.24,1.04,0.0,,3.0,0.0,0.42,0.0,0.94,0.13,0.09,,,,0.03,0.0,0.25,0.02,0.24,0.01,0.21,,0.01,0.03,0.02,,0.07,0.01,0.02,0.11,,,0.05,,0.0,,0.35,0.83,,1.52,0.96,0.27,0.15,0.16,0.92,0.35,0.06,0.03,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,30.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,4.53,3.24,2.39,3.6,7.74,8.16,0.15,4.54,4.53,0.85,,0.04,3.97,1.63,,0.32,,,0.98,,,0.04,0.12,1.42,2.58,1.08,0.0,,2.99,,0.36,,1.55,0.14,0.04,,,,0.04,0.0,0.35,0.04,0.36,0.02,0.36,,0.01,0.02,0.02,,0.05,0.0,0.04,0.08,,,0.04,,,,0.33,0.76,,1.44,0.75,0.21,0.11,0.19,1.04,0.37,0.06,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,29.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.24,3.11,2.16,3.43,8.03,8.48,0.13,4.45,4.59,0.87,,0.05,3.58,1.45,,0.21,,,1.07,,,0.04,0.12,1.63,2.7,1.2,0.0,,3.17,0.01,0.41,0.0,2.21,0.16,0.02,,,,0.03,0.0,0.48,0.03,0.5,0.02,0.49,,0.01,0.03,0.01,,0.03,0.01,0.04,0.11,,,0.06,,0.0,,0.37,0.71,,1.33,0.77,0.22,0.13,0.18,1.12,0.4,0.07,0.03,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,28.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18,4.11,3.12,2.28,3.32,7.82,9.14,0.15,4.44,4.48,0.79,,0.06,3.51,1.21,,0.13,,,1.12,,,0.02,0.11,1.71,2.68,1.25,0.0,,3.02,,0.44,,2.74,0.26,0.1,,,,0.02,,0.6,0.02,0.54,0.01,0.61,,0.01,0.03,0.01,,0.02,0.01,0.05,0.13,,,0.03,,,,0.45,0.68,,1.25,0.69,0.2,0.14,0.17,0.98,0.49,0.09,0.03,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,27.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.26,1.34,0.05,0.77,2.19,0.12,3.08,2.91,0.12,0.26,,3.36,0.07,9.37,1.29,0.66,,0.36,,0.02,0.74,,4.22,0.43,4.18,0.0,1.36,,0.01,1.93,0.0,,,,,0.35,,1.29,0.0,2.62,0.02,0.03,3.19,0.02,0.05,,0.76,0.07,0.0,3.38,,,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,6.51,3.9,0.97,0.85,0.57,0.47,0.24,0.08,0.06,0.04,0.02,0.02,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,27.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41,3.65,2.68,2.42,2.89,7.69,10.65,0.06,3.12,3.03,0.64,,0.04,2.88,0.95,,0.39,,,1.38,,,0.01,0.17,2.11,2.07,1.49,0.0,,2.82,0.0,0.32,0.0,4.09,0.39,0.03,,,,0.02,,0.57,0.02,0.8,0.02,0.91,,0.01,0.05,0.01,,0.01,0.0,0.06,0.04,,,0.07,,0.01,,0.33,1.17,,1.16,0.63,0.25,0.12,0.3,0.92,0.44,0.07,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,,12.06,,,2.1,3.91,3.28,1.71,2.82,,2.41,2.77,2.26,,1.36,,,,,,,0.57,,,0.16,0.57,0.07,,,0.08,,,,,0.28,0.04,0.02,0.02,0.05,0.02,0.02,0.01,0.02,0.06,0.01,0.01,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.76,,,,,,,,,8.0,3.77,2.95,2.93,2.9,2.83,2.74,2.36,1.86,0.96,0.96,0.68,0.57,0.54,0.4,0.32,0.29,0.24,0.05,0.04,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1386,27.76,12.43,,,2.3,3.44,3.18,1.99,2.67,,2.4,2.72,2.19,,1.5,,,,,,,0.74,,,0.19,0.48,0.07,,,0.06,,,,,0.22,0.06,0.02,0.03,0.04,0.02,0.02,0.01,0.02,0.08,0.01,0.01,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,8.49,4.0,2.86,2.68,2.49,2.68,2.77,2.29,1.89,1.05,1.02,0.58,0.61,0.52,0.22,0.3,0.24,0.22,0.02,0.03,0.01,0.0,0.01,0.01,0.22,0.04,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,,,0.0,,0.0,,,,,,
1387,27.25,13.1,,,2.61,3.1,3.09,2.37,2.65,,2.31,2.65,2.22,,1.72,,,,,,,0.79,,,0.17,0.48,0.13,,,0.06,,,,,0.22,0.04,0.02,0.04,0.04,0.02,0.01,0.01,0.02,0.05,0.01,0.01,0.0,,0.01,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67,4.24,2.2,2.19,2.25,2.6,2.74,2.23,1.87,0.96,1.01,0.67,0.59,0.48,0.07,0.27,0.2,0.23,0.03,0.03,0.01,0.01,0.0,0.0,0.15,0.05,,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,,,0.0,0.05,0.0,,,,
1388,27.69,13.54,,,2.63,2.61,2.93,2.49,2.6,,2.4,2.63,2.19,,1.71,,,,,,,0.75,,,0.16,0.44,0.12,,,0.06,,,,,0.16,0.03,0.02,0.02,0.04,0.02,0.02,0.01,0.02,0.03,0.01,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49,4.25,2.26,2.16,2.14,2.55,2.33,2.15,2.08,1.0,1.02,0.57,0.6,0.71,0.09,0.3,0.22,0.19,0.05,0.06,0.0,0.01,0.01,0.01,0.14,0.05,,0.0,0.05,0.0,0.0,0.01,,0.0,0.0,0.0,,,0.0,0.17,0.0,0.0,,,
1389,27.41,13.7,,,3.16,2.39,2.92,2.92,2.53,,2.29,2.33,2.11,,1.72,,,,,,,0.84,,,0.23,0.46,0.17,,,0.08,,,,,0.12,0.03,0.03,0.02,0.05,0.02,0.03,0.02,0.01,0.08,0.02,0.02,0.0,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.44,4.19,2.08,1.93,2.01,2.5,2.46,1.98,2.11,1.08,0.9,0.72,0.66,0.84,0.03,0.26,0.22,0.45,0.06,0.04,0.0,0.0,0.01,0.01,0.03,0.01,,0.0,0.04,0.0,0.01,0.0,0.0,,,0.0,,,0.0,0.19,,,0.0,,
1390,26.81,13.48,,,3.46,2.52,2.83,2.97,2.49,,2.35,2.21,2.04,,1.8,,,,,,,0.89,,,0.31,0.45,0.25,,,0.13,0.15,,,,0.15,0.04,0.03,0.02,0.04,0.03,0.03,0.02,0.02,0.07,0.02,0.01,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.78,4.28,1.8,1.96,2.0,2.45,2.31,1.86,1.91,1.18,1.02,0.63,0.56,0.97,0.06,0.29,0.21,0.4,0.05,0.02,0.0,0.01,0.01,0.01,0.36,0.01,,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.01,,,,0.0,0.16,,,,0.0,0.0
1391,26.04,13.51,,,3.85,2.67,2.9,3.05,2.51,,2.37,2.6,2.11,,1.8,,,,,,,0.87,,,0.35,0.5,0.32,,,0.19,0.39,,,,0.13,0.05,0.04,0.02,0.05,0.03,0.03,0.02,0.02,0.04,0.02,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71,4.36,1.85,1.93,1.49,2.28,2.37,1.69,2.06,1.29,0.89,0.67,0.64,0.98,0.1,0.24,0.17,0.4,0.08,0.01,0.0,0.01,0.01,0.01,0.07,0.01,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.16,,,0.0,,
1392,26.63,12.85,10.08,7.96,4.22,3.69,2.82,2.79,2.52,2.49,2.34,2.28,2.23,2.0,1.9,1.79,1.49,1.34,1.27,1.14,1.1,0.75,0.7,0.69,0.49,0.43,0.3,0.29,0.27,0.23,0.17,0.14,0.14,0.07,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
